data,target 
"b'In this paper, we present a method for propagating segmentation\ninformation across a saccade for a foveating camera. In particular,\nwe take a region of interest from a wide-angle, low-fidelity image and\npropagate its segmentation information to a zoomed, high-fidelity\nimage containing that region. Our method uses normalized greyscale\ntemplates to estimate the change in translation and magnification\nrequired to transform the segmented region. This process is useful for\nsystems which detect regions of interest at low-fidelity and then\nperform a saccade to provide a high-fidelity view of that region of\ninterest. We show how using this method increases the performance\nof an active object recognition system.'",1
"b""Using a binocular, maneuverable visual system, a robot that holds\nits gaze on a visual target can enjoy improved visual perception and\nperformance in interacting with the world. This dissertation examines\nthe problem of holding gaze on a moving object from a moving platform,\nwithout requiring the ability to recognize the target.\nA novel aspect of the approach taken is the use of controlled\ncamera movements to simplify the visual processing necessary\nto keep the cameras locked on the target.\nA gaze holding system on the Rochester robot's binocular head\ndemonstrates this approach. Even while the robot is moving, the cameras\nare able to track an object that rotates and moves in three dimensions.\n \nThe key observation is that visual fixation can help separate\nan object of interest from distracting surroundings.\nCamera vergence produces a horopter (surface of zero stereo disparity)\nin the scene.  Binocular features with no disparity can be extracted\nwith a simple filter, showing the object's location in the image.\nSimilarly, an object that is being tracked will be imaged near\nthe center of the field of view, so spatially-localized processing\nhelps concentrate on the target. Rochester's binocular robot\nexploits these observations. The vergence and smooth tracking systems\ncooperate to hold the cameras on an object moving in three dimensions.\nThe vergence system changes the vergence angle of the cameras to\ndrive the disparity of the target to zero, relying on the tracking system\nto keep the target in the central field of view.\nThe tracking system centers the cameras on the zero-disparity signals,\nrelying on the vergence system to hold vergence on the target. \nInstead of requiring a way to recognize the target, the system relies\non active control of camera movements and binocular fixation segmentation.""",1
"b""We study the complexity of influencing elections through bribery: How\ncomputationally complex is it for an external actor to determine\nwhether by a certain amount of bribing voters a specified candidate\ncan be made the election's winner?  We study this problem for election\nsystems as varied as scoring protocols and Dodgson voting, and in a\nvariety of settings regarding homogeneous-vs.-nonhomogeneous\nelectorate bribability, bounded-size-vs.-arbitrary-sized candidate\nsets, weighted-vs.-unweighted voters, and succinct-vs.-nonsuccinct\ninput specification.  We obtain both polynomial-time bribery\nalgorithms and proofs of the intractability of bribery, and indeed our\nresults show that the complexity of bribery is extremely sensitive to\nthe setting.  For example, we find settings in which bribery is\nNP-complete but manipulation (by voters) is in P, and we find settings\nin which bribing weighted voters is NP-complete but bribing voters\nwith individual bribe thresholds is in P.  For the broad class of\nelections (including plurality, Borda, k-approval, and veto) known as\nscoring protocols, we prove a dichotomy result for bribery of weighted\nvoters: We find a simple-to-evaluate condition that classifies every\ncase as either NP-complete or in P.""",3
"b""A linguistic form's compositional, timeless meaning can be surrounded\nor even contradicted by various social, aesthetic,\nor analogistic companion meanings.\nThis paper addresses a series of problems in the structure of\nspoken language discourse, including turn-taking and grounding.\nIt views these processes as composed of fine-grained actions,\nwhich resemble speech acts both in resulting from a computational\nmechanism of planning and in having a rich relationship to the\nspecific linguistic features which serve to indicate their presence.\n\nThe resulting notion of Conversation Acts is more general than\nspeech act theory, encompassing not only the traditional speech acts\nbut turn-taking, grounding, and higher-level argumentation acts as well.\nFurthermore, the traditional speech acts in this scheme become fully joint\nactions, whose successful performance requires full listener participation.\n\nThis paper presents a detailed analysis of spoken language dialogue.\nIt shows the role of each class of conversation acts\nin discourse structure, and discusses how members of each class\ncan be recognized in conversation. Conversation acts, it will be seen,\nbetter account for the success of conversation than speech act theory alone.""",0
"b""In this report, we describe an obstacle identification method using\naffine structures from motion.  We first identify a reference plane by\ntracking feature points across image sequences.  We then compute the\nhomographies between images induced by the reference plane from these\nfeature points.  Once the feature points are categorized as on the\nplane and off the plane, we reconstruct the affine structure from all\nthe off-plane points.  The obstacles are identified from the affine\nstructure.  Our method doesn't require a calibrated camera.  Results\nof simulated and real experiments show that our method work very well.""",1
"b'We study the complexity of manipulation for a family of election\nsystems derived from Copeland voting via introducing a parameter\nalpha that describes how ties in head-to-head contests are valued. We\nshow that the problem of manipulation for unweighted\nCopeland^alpha elections is NP-complete even if the size of the\nmanipulating coalition is limited to two.  Our result holds for all\nrational values of alpha such that 0 &lt; alpha &lt; 1 except for\nalpha = 1/2. We contrast our result with the fact that microbribery\nfor Copeland^alpha is currently known to be in P exactly for alpha in\n{0,1/2,1} (complexity results for other values of alpha are unknown).\nMicrobribery is a problem very closely related to manipulation.  Since\nit is well known that manipulation via a single voter is easy for\nCopeland, ourresult is the first one where an election system originally known to\nbe vulnerable to manipulation via a single voter is shown to be\nresistant to manipulation via a coalition of a constant number\nof voters.  We also study the complexity of manipulation for\nCopeland^alpha for the case of a constant number of candidates. We\nshow that here the exact complexity of manipulation often depends\nclosely on the winner model as well as on the parameter alpha:\nDepending whether we try to make our favorite candidate a winner or\na unique winner and whether alpha is 0, 1 or between these values, the\nproblem of weighted manipulation for Copeland^alpha with three\ncandidates is either in P or is NP-complete. Our results show that\nways in which ties are treated in an election system, here Copeland\nvoting, can be crucial to establishing complexity results for this\nsystem.'",3
"b'In this paper, we present the results for semantic labeling, extending\nthe work of [Gildea and Jurafsky, 2002], [Fleischman et al., 2003],\n[Pradhan et al., 2004], and others. The main labeling approach is based\non Maximum Entroopy.  We show the performance of the baseline system\nas well as those by applying coreference resolution, stemming and feature\ncombinations to the feature files.'",0
"b""Most natural language processing tasks require lexical semantic\ninformation such as verbal argument structure and selectional\nrestrictions, corresponding nominal semantic class, verbal aspectual\nclass, synonym and antonym relationships between words, and various\nverbal semantic features such as causation and manner.  This\ndissertation addresses two primary questions related to such\ninformation: how should one represent it and how can one acquire it.\n\nIt is argued that, in order to support inferencing, a representation\nwith well-understood semantics should be used.  Standard first order\nlogic has well-understood semantics and a multitude of inferencing\nsystems have been implemented for it.  However, standard first order\nlogic, although a good starting point, needs to be extended before\nit can efficiently and concisely support all the lexically-based\ninferences needed.  Using data primarily from the TRAINS\ndialogues, the following extensions are argued for: modal operators,\npredicate modification, restricted quantification, and non-standard\nquantifiers.  These representational tools are present in many\nsystems for sentence-level semantics but have not been discussed in\nthe context of lexical semantics.\n\nA number of approaches to automatic acquisition are considered and\nit is argued that a ``surface cueing'' approach is currently the\nmost promising.  Morphological cueing, a type of surface cueing, is\nintroduced.  It makes use of fixed correspondences between\nderivational affixes and lexical semantic information.  The\nsemantics of a number of affixes are discussed and data resulting\nfrom the application of the method to the Brown corpus is presented.\n\nFinally, even if lexical semantics could be acquired on a large\nscale, natural language processing systems would continue to\nencounter unknown words.  Derivational morphology can also be used\nat run-time to help natural language understanding systems deal with\nunknown words.  A system is presented that provides lexical semantic\ninformation for such derived unknown words.""",0
"b'We present a method for autonomous learning of dextrous manipulation\nskills with multifingered robot hands. We use heuristics derived from\nobservations made on human hands to reduce the degrees of freedom of the task\nand make learning tractable. Our approach consists of learning and storing\na few basic manipulation primitives for a few prototypical objects and then\nusing an associative memory to obtain the required parameters for new objects\nand/or manipulations. The parameter space of the robot is searched using\na modified version of the evolution strategy, which is robust to the noise\nnormally present in real-world complex robotic tasks. Given the difficulty\nof modeling and simulating accurately the interactions of multiple fingers\nand an object, and to ensure that the learned skills are applicable in the\nreal world, our system does not rely on simulation; all the experimentation\nis performed by a physical robot, in this case the 16-degree-of-freedom\nUtah/MIT hand. Experimental results show that accurate dextrous manipulation\nskills can be learned by the robot in a short period of time.'",1
"b""Predictive coding is an unsupervised learning principle which has\nbeen proposed to explain the brain's perceptual abilities.\nWhile it has enjoyed success in modeling the receptive field\nproperties of cells in the visual and auditory cortex,\nits application has so far been limited only to perceptual areas\nof the cortex. Given the uniformity of the cortex, it seems likely that\none principle can account for the operation of the entire cortex.\n\nWe believe that predictive coding is such a principle, and that\nits utility extends well beyond perception.\nAll that is necessary for a predictive coding network\nto do motor control is that it have some feedback. \nIf its outputs affect its inputs, then it will use its outputs\nto affect the world in a way that it can predict.\nTherefore, motor control falls naturally out of the\npredictive coding framework.\n\nOne must be very careful in the development of a predictive\ncoding network in order to avoid making assumptions that prevent\nthe network from using its outputs in this fashion.\nIn particular, the network must not assume that its input is\nindependent of its output.  It also must not assume\nthat its outputs should be independent of each other.\nFinally, and most importantly, it must maximize Shannon information\nabout its input, instead of Fisher information. \nWe are not aware of any predictive coding network which\nsatisfies these criteria, so we present a derivation of one here.""",1
"b'A central difficulty with automatic speech recognition is the temporally\ninaccurate nature of the speech signal. Despite this, speech has been\ntraditionally modeled as a purely sequential (albeit probabilistic) process.\nThe usefulness of accurate sequence information is re-evaluated in this paper,\nboth at the acoustic and lexical levels for the task of speech recognition. At\nthe acoustic level, speech segments are quantized into discrete vectors, and\nconverted into set representations as opposed to accurate sequences.\nRecognition of the quantized vector sets dramatically improved\nperformance as contrasted with the corresponding vector sequence\nrepresentations. At the lexical level, our study suggests that accurate\nsequence information is, again, not crucial. In fact locally discarding\nphoneme sequence information may be useful for coping with errors (such as\ninsertion, substitution).  Based on the idea of phone set indexing, a\nlexical access algorithm is developed. Thus, this work questions the\ntraditional approach of modeling speech as a purely sequential process, and\nsuggests that discarding local sequential information may be a good idea.\nAs an alternative to a purely sequential representation,\na set representation seems to be a viable option.'",0
"b'Due to recent advances in the art, object recognition may soon replace\nlow-level feature extraction processes in automatic image database annotation.\nHowever, improvement in performance is still an important consideration.\nIn addition, model acquisition for appearance-based object recognition is\ntedious, since such systems usually require training on a large set of\nsegmentable example views that cover variation among class exemplars.\nThese views have to be labeled with object identity and pose.\n\nIn this thesis we first develop and analyze a feature-based object\nrecognition system that demonstrates good recognition of a variety of\n3D shapes, with full orthographic invariance.  We report the results of\nlarge-scale tests that evaluate recognition performance in conditions of\nbackground clutter and partial occlusion, as well as generic capabilities\nof the system.  We develop a statistical framework for predicting the\nperformance in a variety of situations from a few basic measurements.\nWe investigate the performance of object recognition systems to see which,\nif any, design axes of such systems hold the greatest potential for\nimproving performance. One conclusion is that the greatest leverage\nseems to lie at the level of intermediate feature construction.\nWe also analyze the effect of other improvements,\nsuch as parallelization and the use of multiple views.\n\nWe then formalize a system for constructing 3D recognition models using\nlarge, cluttered visual corpora, in a minimally supervised manner.\nAfter giving it a few seed pictures of an object class (say a couple of\npictures of cars), the system is given access to an unlabeled image\ndatabase containing, among other images, other pictures of the object.\nThe system then explores the image database, augmenting its representation\nof the object (in this case the car) class to include new information\nwhenever it finds a near enough match to the existing representation.\nAfter exposure to sufficient imagery, the system will usually have a\ngeneral model of the car that can label cars in the entire database\nand other databases.  We obtain a significant improvement in recognition\nperformance when training the system from unlabeled cluttered background\nimages, as opposed to training only on the labeled, black background\nseed image. The approach could use any appearance-based 3D object\nrecognition system.'",1
"b""On 7 December 1994, four student-built autonomous robots demonstrated\nvarious strategic, tactical, and mechanical approaches to a delivery task.\nThat event was preceded by approximately two years of history and\ntwo days of frenzied preparation.  Our robotics efforts were based on\nmaterials from MIT's well-known 6.270 course. This report summarizes\nour experiences, from pedagogical goals and organizational matters\nthrough mechanical and electronic techniques. Our intended audience\nis future robot-builders, and organizers of robot-building courses.\nWe assume familiarity with material in Jones and Flynn's Mobile Robotics\ntext, and with the various materials available from MIT over the internet.""",1
"b'Designing real-world applications can involve coordinating many pieces of\nhardware and integrating multiple software components.  Increased\nprocessing power has allowed complex real-world applications to be\ndesigned, and there has been increasing interest in the issues involved in\ndesigning both the applications and their support.  In this paper we\ndescribe the issues involved in designing the application.  The shepherding\napplication we have chosen is representative of many real-world\napplications.  This report focuses on technical details.  We describe the\nunderlying hardware, including the camera, vision processing boards,\nprocessors, and puma robot arm.  We then discuss the software components we\ndesigned to integrate the hardware components in real-time.  At each stage\nwe describe the trade-offs between the different possibilities and why the\nones chosen were best suited for our environment.  We also present results\nsupporting our selection.  At appropriate points we indicate underlying\nsupport that would have eased and improved our implementation.'",1
"b""A filesystem's sole purpose is to store data so it can \nbe easily accessed at a later time. Part of that entails \nrecovering properly from a system crash. But a difficulty \nthat modern filesystems face is the advent of write caching \nin a disk. The disk will report that a write operation has \ncompleted before the data is actually secure on the \nmagnetic platter. How is a programmer to respond to this \noutright lie from the hardware?\n\nThe problem goes even further. Journaled filesystems depend \non the order of the write operations they send to the disk. \nIf the real data is written before the journal, then there \nis not only no point in having the journal, but it actually \ngives a false sense of security. After a crash, the disk \nchecker will only replay the journal, never bothering to \nexamine the real data on the disk for consistency.\n\nThere is a solution to this problem. It is called Tagged \nCommand Queuing (TCQ) in the SCSI-2 specification. And it \nis optional. Filesystems, Ext3 in particular in this paper, \nuse TCQ exclusively and have no fallback. We present a \nfallback solution that depends on a required feature of the \nSCSI-2 specification, Force Unit Access (FUA). Our results \nshowed that write-intensive workloads display a significant\nslowdown from the FUA-based solution. However, the \nperformance impact is still less than that incurred by \nusing other methods, such as synchronizing the cache after \neach journal write.""",2
"b'Interactive spoken dialog provides many new challenges for natural\nlanguage understanding systems. One of the most critical challenges is\nsimply determining the speaker\'s intended utterances: both segmenting a\nspeaker\'s turn into utterances and determining the intended words in each\nutterance. Even assuming perfect word recognition, the latter problem is\ncomplicated by the occurrence of speech repairs, which occur when the\nspeaker goes back and changes (or repeats) something she just said.\nThe words that are replaced or repeated are no longer part of the intended\nutterance, and so need to be identified. The two problems of segmenting\nthe turn into utterances and resolving speech repairs are strongly\nintertwined with a third problem: identifying discourse markers.\nLexical items that can function as discourse markers, such as ""well"" and\n""okay,"" are ambiguous as to whether they are introducing an utterance unit,\nsignaling a speech repair, or are simply part of the context of an utterance,\nas in ""that\'s okay."" Spoken dialog systems need to address these three\nissues together and early on in the processing stream. In fact, just as\nthese three issues are closely intertwined with each other, they are also\nintertwined with identifying the syntactic role or part-of-speech (POS)\nof each word and the speech recognition problem of predicting the next word\ngiven the previous words.\n\nIn this thesis, we present a statistical language model for resolving\nthese issues. Rather than finding the best word interpretation for an\nacoustic signal, we redefine the speech recognition problem so that it\nalso identifies the POS tags, discourse markers, speech repairs and\nintonational phrase endings (a major cue in determining utterance units).\nAdding these extra elements to the speech recognition problem actually\nallows it to better predict the words involved, since we are able to make\nuse of the predictions of boundary tones, discourse markers and speech\nrepairs to better account for what word will occur next. Furthermore, we\ncan take advantage of acoustic information, such as silence information,\nwhich tends to co-occur with speech repairs and intonational phrase endings,\nthat current language models can only regard as noise in the acoustic signal.\nThe output of this language model is a much fuller account of the speaker\'s\nturn, with part-of-speech assigned to each word, intonation phrase endings\nand discourse markers identified, and speech repairs detected and corrected.\nIn fact, the identification of the intonational phrase endings,\ndiscourse markers, and resolution of the speech repairs allows the speech\nrecognizer to model the speaker\'s utterances, rather than simply the words\ninvolved, and thus it can return a more meaningful analysis of the speaker\'s\nturn for later processing.'",0
"b'In this paper we present a system for vision-based planning and\nexecution of fingertip grasps using a four-fingered dextrous hand. Our\nsystem does not rely on prior models of the objects to be grasped; it\nobtains all the information it needs from vision and from tactile\nsensors located at the fingertips of the hand. The grasp planner is\nbased on a genetic algorithm modified to allow the use of real numbers\nas the basic representation unit. The grasp executer is based on\ndifferential visual feedback, which allows the system to specify goals and\nmonitor progress in image space without needing absolute calibration\nbetween the camera and the hand. We present experimental results\nshowing the application of the system to grasping unknown objects with\nthe Utah/MIT hand.'",1
"b'This paper is about orienting, that is, establishing and maintaining\na spatial relation between a motorized pair of cameras\n(the eye-head system) and a static or a moving object tracked over time.\nMotivated by physiological evidence, the paper proposes a simple set of\nvision-based strategies aimed to perform head, eyes and body movements\nin a complex environment. Fixation is shown to be an essential feature\nin visual servoing, and it is used to decouple control on\nhead rotational degrees of freedom, making possible a metric-less approach\nto the orientation problem. A running implementation of these strategies,\nusing a binocular camera system mounted on a PUMA 700,\ndemonstrates the effectiveness of the approach.'",1
"b'This note is a commentary on, and critique of, Andre Luiz\n Barbosa\'s paper entitled ""P != NP Proof.""  Despite its\n provocative title, what the paper is seeking to do is not to prove\n P \\neq NP in the standard sense in which that notation is used in the\n literature. Rather, Barbosa is (and is aware that he is) arguing that a\n different meaning should be associated with the notation P \\neq NP,\n and he claims to prove the truth of the statement P \\neq NP\n in his quite different sense of that statement.  However,\n we note that (1) the paper fails even on its own terms, as due to a\n uniformity problem, the paper\'s proof does not establish, even in its\n unusual sense of the notation, that P \\neq NP; and (2) what the\n paper means by the claim P \\neq NP in fact implies that\n P \\neq NP holds even under the standard meaning that that notation has\n in the literature (and so it is exceedingly unlikely that\n Barbosa\'s proof can be fixed any time soon).'",3
"b'This paper addresses interoperability of software transactions and\nad hoc nonblocking algorithms. Specifically, we explain how to modify\n%arbitrary nonblocking methods so that (1) they can be used both\ninside and outside transactions, (2) external uses serialize with\ntransactions, and (3) internal uses succeed if, only if, and when the\n surrounding transaction commits. Interoperability has two important\nbenefits. First, it allows nonblocking methods to play the role of\nfast, closed nested transactions, with potentially significant\nperformance benefits. Second, it allows programmers to safely mix transactions\nand nonblocking methods, e.g., to update legacy code, call nonblocking\nlibraries, or atomically compose nonblocking methods.\n\nWe demonstrate our ideas in the context of the Java-based ASTM system\non several lock-free datastructures. Our findings are encouraging:\nAlthough performance of transaction-safe nonblocking objects\ndoes not match that of the original nonblocking objects, the\ndegradation is not unacceptably high (particularly after application\nof an optimization we call lazy logging). It is, moreover, significantly better\nthan that of analogous transactional objects. We conclude that\ntransaction safe nonblocking objects can be a significant enhancement to software transactional memory.'",2
"b'The study of semifeasible algorithms was initiated by Selman\'s work a\nquarter of century ago [Sel79,Sel81,Sel82].  Informally put, this\nresearch stream studies the power of those sets L for which there is a\ndeterministic (or in some cases, the function may belong to one of\nvarious nondeterministic function classes) polynomial-time function f\nsuch that when at least one of x and y belongs to L, then f(x,y) \\in L\n\\cap \\{x,y\\}.  The intuition here is that it is saying: ""Regarding\nmembership in L, if you put a gun to my head and forced me to bet on\none of x or y as belonging to L, my money would be on f(x,y).""\n\nIn this article, we present a number of open problems from the theory\nof semifeasible algorithms. For each we present its background and\nreview what partial results, if any, are known.'",3
"b'This paper describes a method for computing the domain of\nquantification of an adverbially quantified sentence.  This method\nrelies on the accommodation of presuppositions in the scope of a\nquantificational adverb and on the resolution of the domain in\ncontext.  Situations form the link between adverbial quantifiers\nand presuppositions, as adverbial quantifiers are taken to quantify\nover situations and presuppositions are taken to be constraints on\nresource situations.  This paper also briefly describes a\ncomputational system for processing such sentences based on this method.'",0
"b'Software transactional memory systems enable a programmer\nto easily write concurrent data structures such as lists, trees,\nhashtables, and graphs, where non-conflicting operations proceed\nin parallel. Many of these structures take the abstract form of\na dictionary, in which each transaction is associated with a search key.\nBy regrouping transactions based on their keys, one may improve\nlocality and reduce conflicts among parallel transactions.\n\nIn this paper, we present an executor that partitions transactions\namong available processors. Our key-based adaptive partitioning\nmonitors incoming transactions, estimates the probability distribution\nof their keys, and adaptively determines the (usually nonuniform)\npartitions. By comparing the adaptive partitioning with uniform\npartitioning and round-robin keyless partitioning on a 16-processor\nSunFire 6800 machine, we demonstrate that key-based adaptive\npartitioning significantly improves the throughput of fine-grained\nparallel operations on concurrent data structures.'",2
"b""We describe the design and implementation of a video-based augmented\nreality system capable of overlaying three-dimensional graphical objects\non live video of dynamic environments. The key feature of the system is\nthat it is completely uncalibrated: it does not use any metric information\nabout the calibration parameters of the camera or the 3D locations and\ndimensions of the environment's objects. The only requirement is the\nability to track across frames at least four feature points that are\nspecified by the user at system initialization time and whose world\ncoordinates are unknown.  Our approach is based on the following\nobservation: Given a set of four or more non-coplanar 3D points, the\nprojection of all points in the set can be computed as a linear combination\nof the projections of just four of the points. We exploit this observation\nby (1) tracking lines and fiducial points at frame rate, and\n(2) representing virtual objects in a non-Euclidean, affine frame of\nreference that allows their projection to be computed as a linear\ncombination of the projection of the fiducial points.""",1
"b'In this report, we describe methods of acquiring an environment map\nby image mosaicking.  We focus on technique details of the different\nalgorithms involved. These algorithms include image matching, homography\nestimation, linear image warping and linear self calibration. Many of these\ndetails are distributed in various publications and we here bring them\ntogether.  Furthermore, these algorithms are widely used in other\ncircumstances and we provide all the C++ code for each of the algorithms.'",1
"b'Automatic single-frame image orientation detection is a difficult\nproblem.  In this report, we describe a system designed to classify\nthe orientation of an image.  An algorithm designed by researchers at\nMichigan State University  is used as a baseline. First- and second-order\nspatial color moments are used as features. Learning Vector Quantization\n(LVQ) is used to estimate the underlying probability density function\nneeded by a Bayesian classifier.  We compare these results with those\nfor 1NN and SVM classifiers, and with LDA used as a feature extractor.\nExtensive experiments were conducted to gain insight into how and why\nthe MSU algorithm works.\n\nWe present results both for a stock photo library (Corel) and for\na set of consumer images (JBJL). Analyzing these results shows that\ncertain prototypical images (e.g., those with sky at the top) can be\nclassified correctly over 90% of the time, but that the general problem is\nmuch more difficult for low-level feature-based approaches.  We obtained\nbest results of 74% accuracy on the Corel set and 68% accuracy on JBJL,\nassuming equal prior among all four possible image orientations.'",1
"b""We describe some simple domain-independent improvements to\nplan-refinement strategies for well-founded partial order planning that\npromise to bring this style of planning closer to practicality.\nOne suggestion concerns the strategy for selecting plans for refinement\namong the current (incomplete) candidate plans. We propose an A* heuristic\nthat counts only steps and open conditions, while ignoring ``unsafe\nconditions'' (threats). A second suggestion concerns the strategy for\nselecting open conditions (goals) to be established next in a selected\nincomplete plan. Here we propose a variant of a strategy suggested by\nPeot \\&amp; Smith and studied by Joslin \\&amp; Pollack; the variant gives top\npriority to unmatchable open conditions (enabling the elimination of the\nplan), second-highest priority to goals that can only be achieved uniquely,\nand otherwise uses LIFO prioritization. The preference for uniquely\nachievable goals is a ``zero-commitment'' strategy in the sense that the\ncorresponding plan refinements are a matter of deductive certainty,\ninvolving no guesswork. In experiments based on modifications of UCPOP,\nwe have obtained improvements by factors ranging from 5 to more than 1000\nfor a variety of problems that are nontrivial for the unmodified version.\nCrucially, the hardest problems give the greatest improvements.""",0
"b'In their framework for ontological analysis, Guarino and Welty\nprovide a number of insights that are useful for guiding the design\nof taxonomic hierarchies.  However, the formal statements of these\ninsights as logical schemata are flawed in a number of ways,\nincluding inconsistent notation that makes the intended semantics of\nthe logic unclear, false claims of logical consequence, and\ndefinitions that provably result in the triviality of some of their\nproperty features.  This paper makes a negative contribution, by\ndemonstrating these flaws in a rigorous way, but also makes a\npositive contribution wherever possible, by identifying the underlying\nintuitions that the faulty definitions were intended to capture, and\nattempting to formalize those intuitions in a more  accurate way.'",0
"b'In this paper we consider the problem of computing the 3D shape of an\nunknown, arbitrarily-shaped scene from multiple color photographs taken at\nknown but arbitrarily-distributed viewpoints. By studying the equivalence\nclass of all 3D shapes that reproduce the input photographs, we prove the\nexistence of a special member of this class, the maximal photo-consistent\nshape, that (1) can be computed from an arbitrary volume that contains the\nscene, and (2) subsumes all other members of this class. We then give a\nprovably-correct algorithm for computing this shape and present experimental\nresults from applying it to the reconstruction of a real 3D scene from\nseveral photographs. The approach is specifically designed to (1) build 3D\nshapes that allow faithful reproduction of all input photographs,\n(2) resolve the complex interactions between occlusion, parallax, shading,\nand their effects on arbitrary collections of photographs of a scene, and\n(3) follow a ""least commitment"" approach to 3D shape recovery.'",1
"b'Explanation closure (EC) axioms were previously introduced as a means of\nsolving the frame problem. This paper provides a thorough demonstration\nof the power of EC combined with action closure (AC) for reasoning about\ndynamic worlds, by way of Sandewall\'s test suite of 12-or-so\nproblems [Sandewall 1991; 1992]. Sandewall\'s problems range from the\n""Yale turkey shoot"" (and variants) to the ""stuffy room"" problem, and\nwere intended as a test and challenge for nonmonotonic logics of action.\nThe EC/AC-based solutions for the most part do not resort to\nnonmonotonic reasoning at all, yet yield the\nintuitively warranted inferences in a direct, transparent fashion.\nWhile there are good reasons for ultimately employing\nnonmonotonic or probabilistic logics---e.g., pervasive uncertainty and\nthe qualification problem---this does show that the scope of\nmonotonic methods has been underestimated. Subsidiary purposes\nof the paper are to clarify the intuitive status of EC axioms in relation\nto action effect axioms; and to show how EC, previously formulated within\nthe situation calculus, can be applied within the framework of a\ntemporal logic similar to Sandewall\'s ""discrete fluent logic,"" with\nsome gains in clarity.'",0
"b""Preference aggregation in a multiagent setting is a central issue\nin both human and computer contexts. In this paper, we study in terms\nof complexity the vulnerability of preference aggregation to destructive\ncontrol. That is, we study the ability of an election's chair to,\nthrough such mechanisms as voter/candidate addition/suppression/partition,\nensure that a particular candidate (equivalently, alternative) does not\nwin. And we study the extent to which election systems can make it\nimpossible, or computationally costly (NP-complete), for the chair\nto execute such control. Among the systems we study---plurality,\nCondorcet, and approval voting---we find cases where systems immune\nor computationally resistant to a chair choosing the winner nonetheless\nare vulnerable to the chair blocking a victory. Beyond that, we see\nthat among our studied systems no one system offers the best protection\nagainst destructive control. Rather, the choice of a preference\naggregation system will depend closely on which types of control\none wishes to be protected against. We also find concrete cases where\nthe complexity of or susceptibility to control varies dramatically\nbased on the choice among natural tie-handling rules.""",3
"b'Most computing users today have access to clusters of multi-core\ncomputers.  To fully utilize a cluster, one must combine two levels\nof parallelism: shared-memory parallelism within a machine and\ndistributed memory parallelism across machines.  Such programming is\ndifficult.  Either a user has to mix two programming languages in a\nsingle program and use fixed computation and data partitioning\nbetween the two, or the user has to rewrite a program from scratch.\nEven after careful programming, a program may still have hidden\nconcurrency bugs.  Users who are accustomed to sequential\nprogramming do not find the same level of debugging and performance\nanalysis support especially for a distributed environment.\nThe paper presents a language of suggestions for distributive\nparallelization.  The suggestion language is designed for a user or\na profiling-based tool to annotate possible parallelism in C/C++\nprograms by inserting hints.  The hints are safe against any type of\nmisuse and expressive enough to specify independent, pipelined, and\nspeculative parallel execution on a cluster of multi-core computers.'",2
"b""Spoken dialogue poses many new problems to researchers in the field of\ncomputational linguistics.  In particular, conversants must detect and\ncorrect speech repairs, segment a turn into individual utterances, and\nidentify discourse markers.  These problems are interrelated.  For\ninstance, there are some lexical items whose role in an utterance can\nbe ambiguous: they can act as discourse markers, signal a speech\nrepair, or even be part of the content of an utterance unit.  So,\nthese issues must be addressed together. The resolution of these\nproblems will allow a basic understanding of how a speaker's turn can\nbe broken down into individual contributions to the dialogue.  We\npropose that this resolution must be and can be done\nusing local context.  They do not require a full understanding of the\ndialogue so far, nor, in most cases, a deep understanding of the\ncurrent turn.  Resolving these issues locally also means they can be\nresolved for the most part before later processing, and so will make a\nnatural language understanding system more robust and able to deal\nwith the unconstrained nature of spoken dialogue.""",0
b'Several decades of research have made many advances\ntowards the goal of interpreting the neural spike train but a\ncomprehensive understanding remains elusive. This paper pursues this\ngoal in the context of a new class of models termed predictive models.\nPredictive models characterize the cortex as a memory whose\nparameters can be used to predict its input. This allows the input to\nbe economically coded as a residual difference between itself and the\nprediction. Such models have recently had considerable success in\nmodeling features of visual cortex. This paper shows that the\npredictive coding model can be extended to a lower level of detail\nthat includes individual spikes as primitives. This is a significant\nimprovement in perspicuity compared to the firing rate variables used\nby most current models. The specific model we describe exploits the\nuse of coincidence of spike arrival times and the fact that neural\nrepresentations can be distributed over large numbers of cells.',1
"b'For years, researchers have used knowledge-intensive techniques for\ndisambiguating during parsing. These techniques required a lot of hand-coded\ninformation, thus they would not scale to large domains. In addition,\nthey often required the invention of pseudo-probabilities, which also\ndo not scale, and provide ill-founded quantitative measures. The data-driven\ntechniques, which have become popular over the past few years,\nseem appealing in light of this: once you have an annotated corpus,\nthere is no need to code up knowledge bases or invent ""magic numbers.""\nHowever, these methods also have extensive failings, which we will detail.\nWe present a framework for corpus-based syntactic disambiguation which\npulls together the well-foundedness of the traditional approaches and\nthe scalability of the corpus-based approaches. We also present a model of\nlanguage production that places greater emphasis on lexical statistics.'",0
