data,target 
"b'neon workshop  national ecological observatory network workshop at archbold biological station in lake placid, florida, winter 2000'",1
b'transition pathways in complex systems. theory and numerical methods.',6
b'goali  phase stabilities of rare earth metal silicides and the growth of silicide nanowires',7
b'mathematical sciences  mathematical problems in compressible fluid flow',6
b'the effects of vertebrates and mycorrhizae on the diversity of tropical rainforest trees',1
"b'the effects of migration, productivity, and scale on metacommunity dynamics'",1
"b'""  race and patterns of migration in the southern move to the industrial corrider 1910-1980'",12
b'high-accuracy determination of the vertical from gps',3
b'do common mycorrhizal networks limit plant competition and species exclusion in temperate forests?',1
b'imaging upper mantle fine structure with triplicated multiple-s and wkm synthetics',3
b'mathematical sciences  topics in hydrodynamics and magnetohydrodynamics',6
b'economic effects in developing countries of restrictions on atmospheric radiative forcing',2
b'isolation of a photoferrotrophic bacterium from iron enriched environments',1
"b""determinants of women's support for political conflict in latin america""",12
b'political science  subnational contextual influences on political trust',11
b'information processing biases in experimental asset markets',2
b'special graduate education activities',12
b'chapman conference on exploration geodynamics',3
b'genetic analyses of chemical variation and resistance to a diverse phytophage community on willow hybrids',1
b'quantitative business cycle analytics',2
b'mathematical sciences  time series and point processes  networks and wavelets',14
b'variation in sex expression in a marine bryozoan',10
b'invasion of aquatic habitats as an evolutionary process',1
b'pyi  computer-aided prototyping of real-time systems',13
"b'national conference on climate change, climate variability, and water resources management'",5
b'innovative finite element methods for modeling multiphase contaminant flows in porous media',6
b'a strongly coupled analytical study of the interaction of foreign particles with a solid-liquid interface in the presence of morphological and fluid',6
b'general support for dynamic reconfiguration',13
b'adjoint mantle circulation models',3
b'character displacement in lizards as revealed by natural selection experiments',1
b'automatic generation of software configuration management repositories',13
b'does variance in breeding success limit effective population sizes of marine organisms? a test in a semi-isolated natural population of oysters',10
"b'political science  social networks, civic capacity and urban school reform  a multi-level analysis'",11
b'mathematical sciences  statistical inference for monotone regression',14
"b'species turnover, trophic coupling and life history tradeoffs  plankton food web structure along a gradient of lake size/depth'",1
b'rank estimation of econometric models',2
"b'paleoseismologic investigation of the north anatolian fault, turkey  towards a long term record of patterns of strain release in time and space'",3
b'three-dimensional stirring by parallel computation and geodynamical applications',3
"b'reactive flows in porous media  applications, modeling, simulation, and analysis'",6
b'mechanisms for ensuring the integrity of distributed object systems',13
"b'mathematical sciences  sequential experimentation, regression analysis, and related topics in probability'",14
b'intelligent resource management and performance evaluation for wireless mobile networks supporting integrated services',8
b'partially-melted-zone cracking in aluminum welds',7
b'mathematical sciences  dynamical systems in biology',6
b'space-time variability of rainfall and its effects on rainfall estimation',5
"b'household savings and portfolio choices in developing countries  the impact of ill-health, income uncertainty, and credit constraints'",2
"b'biodiversity, trophic structure, and productivity -- an experimental test in pond ecosystems'",1
b'ecological consequences of inbreeding for plant-herbivore interactions',1
b'graduate school of oceanography',0
b'the dynamics of presidential nominations',11
b'the volunteer or resist  case studies in contingent consent',11
b'mathematical sciences collaboration between statistical and atmospheric sciences on modeling the climate system',14
b'island biogeography of non-discrete organisms  functional analysis of resource island colonization by saprotrophic fungi using ft-ir',1
b'the marketplace for achievement for young women',12
b'wireless and mobile internetworking',8
"b'mathematical sciences  ""nonlinear problems in fluid mechanics and related partial differential equations""'",6
b'assessment of ecological roles of cyanophages in aquatic environments using molecular approaches',10
"b'a conference on the ""great depression and the american economy"" to be held at the national bureau of economic  (nber), cambridge, ma., october 1996'",2
b'using icp-ms to detect sources of recruitment in marine fishes',10
b'mainland vs. california channel island pollination biology of two hummingbird-pollinated plants  native epilobium canum and',1
"b'arsenic contaminated groundwater in bangladesh  characterizing the source, mobilization and transport'",5
"b'constraint databases  space, time and combinatorialoptimization'",0
b'applying learning theory to systems problems',15
b'the formation and spread of status beliefs',12
b'social networks and economic activity in two low income communities',12
b'mathematical sciences  some optimal stochastic control problems and applications',6
b'climate shocks and economic growth in sub-saharan africa',2
"b'be/gen-en  functional genomics  interactions among ecology, population biology and gene expression'",10
b'rupture modes of fault systems - an aid in interpreting geological and earthquake recurrence data',3
b'integrated teaching and  activities on computational thermodynamics and systems materials design of magnesium alloys',7
b'mathematical sciences  nonlinear wave motion',6
b'mathematical sciences  inverse nodal problems and perturbation theory in higher dimensions',6
"b'seismic attenuation at high frequencies in southern california from coda waves recorded at depth at cajon pass, california'",3
b'critical demography  a paradigmatic shift in the study of population',12
b'upper mantle electrical conductivity variations beneath north america and adjacent oceans',3
b'mathematical sciences  study of numerical approximations forfluid dynamics equations',6
"b'workshops on  politics and the democratization process, los angeles, fall, 1991'",11
b'time-critical public archiving of digital seismic data',3
b'seasonal to decadal variability in discharge & dissolved solids in the colorado river basin  the climate-groundwater system',5
b'environmental regulation and u.s. manufacturing location',2
b'nyi  designing multimedia services in future integrated networking',8
b'topics in modeling & numerical simulation in applied mathematics',6
"b'workshop on approaches to the analysis and visualization of massive data sets; san diego, california'",14
"b'mathematical sciences  nonlinear modeling in continuous time, delayed autoregressive processes, and chaos'",14
b'institutional responses to market imperfections in the supply of credible medical effort and health insurance in africa',11
b'development of neuronal excitation - secretion coupling and its regulation by target',9
b'learning from multiple-instance and unlabeled data',15
b'globec-01  the physical oceanography of georges bank and its impact on biology',10
b'physical and chemical heterogeneity of aquifers  a quantitative geological investigation',5
b'relating static and dynamic semantics of programs',13
b'field investigation of se oxvanion reduction and se sources in wetlands  application of se isotopes',5
b'an organizational learning approach to software development',13
b'mathematical sciences  applications of empirical processes to statistics and econometrics',14
b'generation of test cases for np-hard problems',15
"b'nonparametric rank based methods for demand, welfare, and production analysis'",2
b'estimating mortality risks associated with starvation for atlantic cod larvae using molecular markers and cox regression models',10
b'learning-by-doing and industrial organization',2
"b""what's at stake  negotiating the terms of surrender""",11
b'experimental investigations of the dynamics of thermochemical boundary layers in the mantles of terrestrial planets',3
b'impact of the recently introduced green crab on invertebrate and shorebird populations in bodega harbor',10
b'databases for spatial graph management',0
b'crb  optimization strategies for reef restoration using cultured hermatypic corals',1
b'an efficient algorithm for inversion of truncated spiral cone beam data',6
"b'tradability of goods, exchange rate movements and capital flows'",2
b'extending description logics for data management',0
b'religious nationalism and urban space in western india (1969-2002)',12
"b'recruitment processes in estuarine fishes  pattern, scale, and ontogenetic trends'",10
b'suspended sediment transport in karst',5
b'the ecological and evolutionary significance of interaction modification in ant-phorid interactions',1
b'control of neurotransmitter expression in the peripheral nervous system',9
b'surface structure and segregation properties of silver/gold alloys',7
b'workshop on uncertainty management in information systems  from needs to solutions',0
b'randomized complexity classes and complexity in finite groups',15
"b'two themes in approximation algorithms  use of the primal- dual schema, and problems in network design'",15
b'community organization in a rocky intertidal zone',10
b'how do phytoplankton adapt to fluctuating light? response of the photosynthetic apparatus to intermittent exposure to bright light.',10
b'the economics and econometrics of self-selection with applications to the evaluation of government training programs and to understanding sectoral wage',2
"b'the emergence and evolution of an organizational population  management consulting firms in the united states, 1886-1997'",12
b'religious movements in algeria and jordan',12
b'mathematical sciences  principles and practices of applied statistics',14
b'ridge   distribution of phototrophic organisms at hydrothermal vents',10
"b'international symposium on directions in general relativity; college park, maryland; may 27-29, 1993'",4
b'mangrove forest regeneration  testing for an interaction between herbivory and competition along an environmental gradient',1
b'mathematical sciences  multivariate approximation',6
b'calcification by hermatypic corals  regulation of the calcium pathway',10
b'unifying real-time design and implementation  a tool-based approach',13
b'new directions in dimension reduction',14
b'stability theory of nonlinear waves',6
b'family environment and intergenerational mobility',2
b'common agency in political economy',2
b'understanding the role of bank loans and the importance of disaggregation',2
b'existence values and option prices for environmental public goods  laboratory investigations',2
b'dynamics of denominationalism in america',12
b'predicting transport through heterogeneous facies assemblages  geostatistical anatomy of buried-valley aquifers',5
b'mathematical sciences  stochastic analysis and optimization in mathematical economics',6
b'dynamics of cratonals lithosphere',3
b'mathematical sciences  parallel and distributed diffusion models for heterogeneous media',6
b'financial institutions for an unstable world',2
b'adaptive behavior and cooperation in experimental coordination games',2
"b'local energy minimum domain states in magnetite, titanomagnetite, and hematite'",3
b'negotiating the institutions of democracy  contingent choices and strategic interactions in the hungarian and polish transitions',11
"b'design, implementation and application of a framework for the formalization of deductive systems'",13
b'generalized regression modeling of ordinal and bounded response data',14
b'collobarative   economics continuous trading',2
b'marine primary producers >20um from the eastern equatorial pacific  quantitative estimates and taxonomic analysis for u.s. jgofs',10
"b'a reconciliation conference on school quality and educational outcome to be held at harvard university, cambridge, ma., december 1994'",2
b'higher-order computation and its computational complexity',15
b'planning grant for a federated computing  conference',13
b'the application of a real-time biophysical model of photoplankton photoacclimation in the upper ocean at sea',10
b'option value and bargaining power',2
"b'enhanced accessibility of carrie bow cay, belize, field laboratory'",10
b'row  dissolved organic nitrogen uptake by autotrophic plankton studied with flow cytometry',10
b'ubiquitous distributed knowledge discovery from heterogeneous data',0
b'landscape-scale determinants of the hydrological and hydrochemical responses of mountainous catchments',5
b'software development environment supporting formal methods',13
b'political science  the effects of interviewer-respondent interactions on the construction of political opinions',11
b'the effect of changes in wages on economic perceptions and voting  an improved micro-level foundation for economic voting',11
b'a study of outstanding issues in the design of algorithms for partial k-trees',15
b'the effectiveness of software testing techniques',13
"b'51st session of the international statistical institute, istanbul, turkey, august 18-27, 1997'",14
b'wave turbulence in atmospheric and oceanic flows',6
b'sources of productivity growth in u.s. agriculture in the 19th century',2
b'geometry and algebra of nonlinear control systems',6
b'neuromuscular development in muscle-deficient mutants',9
b'latitudinal gradients in plant palatability in atlantic coast salt marshes',1
b'algorithms and tools for the automatic analysis of embedded systems',13
b'enabling a basic  culture at historically black colleges and univesities (hbcus)',12
b'(sger) a novel approach for calibration of hydrologic models using multiobjectives and visualization techniques',5
"b'effects of el nino oceanographic conditions on the settlement patterns of marine invertebrates in southern, central and northern california'",10
b'glacial variables  towards fully automatic run-time code generation',13
"b'the study of extended deterrence and international conflict,1816-1988'",11
"b'selection and description bias in newspaper coverage of protest amidst a democrtic transition  the case of minsk, belarus'",12
b'universities as sites of democratic education',11
b'network of neuronal oscillators',6
b'analyzing the effects of formal position and leader legitimacy on leader-subordinate interaction',12
b'global mantle structure from long-period body waves',3
b'drosophila compound eye  molecular and genetic analysis',9
b'cyanophages of marine synechococcus  a model system to evaluate the impact of viruses on the population structure and dynamics of planktonic bacteria',10
"b'mathematical sciences  ""solution of equations and paths of equations with homotopies and infinitesmals""'",6
b'rheology of transform plate boundaries',3
b'pattern matching - theory and practice',15
b'mathematical sciences  asymptotically efficient semiparametric estimation',14
b'mathematical sciences  optimal control problems and nonsmooth analysis',6
b'electoral institutions and public policy  distributive politics and capital improvement projects',11
b'international meeting on statistical climatology',14
b'gravitation and quantum fields',4
"b'gender, culture, and the state  family policy in conservative countries'",12
b'primary production and nutritional interaction in vestimentiferan aggregations on the juan de fuca ridge',10
"b'effectiveness of safety regulations  a study of u. s. coast guard inspections, detection of violations, and occurrence of casualties'",2
b'an analysis of the 1990 census',12
b'statistical models for detecting gene conversion',6
b'reflexion models  bridging the gap between source and high-level models',13
b'automated analysis of concurrent systems',13
b'the distribution of obligations',12
b'paleofire and climate history in siberia',1
b'a test for convergence between an insect-fungus interaction and coevolved systems of pollinating seed parasites and angiosperms',1
b'experimental determination of the thermal equations of state of mantle and core materials',3
"b'habitat patchiness, dispersal and population structure  tests of patch dynamic and demographic models using small mammals'",1
b'organized turbulence over forested landscapes  theoretical basis for a low-dimensional transport model',5
b'pseudorandomness and fault tolerance',15
b'temporal scale and the consequences of habitat fragmentation  the birds of pine-oak forests in the oaxaca valley',1
b'alliance treaty obligations and provisions  designing reliable international agreements',11
b'nmda receptors in the developing dorsal horn',9
b'scheduling protocols for networked multi-media appplications',15
"b'microscopic process and macroscopic behavior of material  modeling, simulation, and analysis'",6
b'herbivory and the evolution of habitat specialization in amazonian white sand and clay forests',1
"b'the american candidate study, 1992'",11
"b'magnetic susceptibility variations in cave sediments from the moravian karst, czech republic  a record of environmental change'",3
b'prospecting for prehistoric sand blows in the new madrid seismic zone',3
b'regulation of the gene for the l1 cell adhesion molecule by homeodomain and pax proteins in response to bone morphogenetic proteins (bmps)',9
b'mathematical sciences  dimension and bases for spline spaces',6
"b'""living on a volcano "" strategies of mental and behavioral adaptation to changing societal environment in russia'",12
b'finite element approximation of problems in solid mechanics',6
b'economics  the importance of relocations in u.s. manufacturing',2
b'u.s. globec  long-term moored and lagrangian measurements as part of a georges bank study',10
b'powre  hydrogeology and geochemistry of streambeds in karst aquifers',5
"b'the hydrology, hydraulics and hydrometorology of flood response in urbanizing drainage basins'",5
"b'the global system  change, continuity, and war'",11
"b'relaxation and regularity theory in the calculus of variations  applications to multiscale problems, thin structures, and magnetic materials'",6
b'elastic wave velocity measurements on unquenchable mantle phases',3
b'wavelength converting and wavelength routing for high- efficiency almost-all-optical networks',8
b'the effect of momentum on congressional fundraising and outcomes',11
b'job satisfaction and attachment in the local church - a study of protestant clergy',12
b'a noninformative bayesian approach to some finite population problems when auxiliary variables are present',14
b'viral influence on freshwater cyanobacteria and toxin dynamics',1
"b'mathematical sciences  vip/thin film deposition  atomic level simulations, verification, and implementation'",6
b'studies in cost-effective software portability',13
b'whole mantle structures from broadband modeling',3
b'non-perturbative quantum gravity (physics)',4
b'mathematical sciences  mathematical aspects of materials science',6
b'limit theorems and statistical inference for ergodic processes',14
"b'electoral systems, vote-buying, and economic performance'",11
b'investigating the individuality/scalability tradeoff in the provision of networked services',8
b'ecohab-gom  the ecology and oceanography of toxic alexandrium blooms in the gulf of maine',10
b'mechanical properties of laminated copper-based composites produced by electrodeposition techniques',7
b'electrical transport in mantle and crustal materials',3
"b'paleomagnetic field variability 100-200,000 ybp  a test of the relationship between excursions and secular variation'",3
b'the impact of task feed- back on expectations for competence and status',12
b'year 2000 international conference on dynamical systems and differential equations',6
b'explaining cross-cultural variation in work and society',12
b'the competitive equilibrium model of legislatures  theory and empirical tests',11
b'anatomy of the geographic range  spatial variation in abundance',1
b'analysis of high frequency time series data and structural breaks',14
b'empirical studies of altruism and saving',2
b'international conference in reliability and survival analysis 2003',14
"b'education, technology, and the wage structure  human capital and the economy during the past century'",2
b'randomness in computation and proof',15
b'the institutionalization of status roles in task groups',12
b'political economy of financial markets',2
"b'mathematical science  nonlinear control theory  topics related to stabilizability, observability and realizability'",6
b'web personalization and mining using robust fuzzy clustering methods',0
b'tests of post-seismic deformation models with absolute gravity and gps measurements in alaska',3
b'phenotypic plasticity species interactions and indirect effects in a larval anuran community',1
b'osiris wavelets and quantum entanglement',6
b'mathematical sciences  sampling solutions of ill-posed problems',6
b'mathematical analysis of networks of neurons with multiple time scales',6
b'reproductive biology in shrimp',10
b'suppliment  parasitism of bloom-forming dinoflagellates  host specificity and ecological implications',10
"b'symposium  the neural cell adhesion molecule l1  signalling and abnormal brain development  to be held november 10, 1995, san diego, ca'",9
b'local realities and social psychological perspectives  interdependent systems of racial and ethnic inequality',12
b'mathematical sciences  chance processes and the foundation of statistics',14
b'the physiological response of larval estuarine- dependent fish to salinity as a determinant of their distribution in estuarine habitats',10
b'estimate of panel data models of discrete choice and sample selection and application to household brand and purchase quantity decisions',2
b'mathematical sciences  analysis of ice core time series andpaleoclimate modeling',14
"b'mathematical sciences  ""mathematical topics related to fluid instabilities'",6
b'competition between invasive social bees and native solitary bees',1
b'phosphorus uptake by white pine ectomycorrhizae in situ',1
"b'shear deformation of upper mantle minerals  the role of water, dynamic recrystallization and deformation'",3
b'complexity studies in communications and quantum computations',15
b'career development in mathematical biology',6
"b'evolution, coevolution and predator-prey dynamics  an experimental approach'",1
"b'integrating data management, analysis and visualization for  scientific'",0
"b'exploring population persitence and community assembly through ""resurrection ecology""'",1
b'on the approximation of linear operators with applications',6
b'formal reasoning about reactive systems',13
"b'diel, seasonal, and interannual patterns in zooplankton and micronekton species composition in the subtropical atlantic'",10
"b'analysis of aftershocks recorded in west oakland following the loma prieta earthquake of oct. 17, 1989  low & high frequency ground motions in sediments'",3
"b'support for 8th gordon  conference  plant-herbivore interactions, ventura, california, february 25 - march 1, 2001'",1
b'mathematical sciences  statistical procedures for errors in variables regression and other multivariate models',14
"b""electrical structure of the earth's upper mantle""",3
b'efficient processing of queries in heterogeneous database systems',0
b'comparative land tenure conflicts in the mayan tropics',12
b'acquisition of thermoviscous remanent magnetization on geologically significant times scales',3
"b'(usc/ucla/ucr/sdsu)  continuing study of internal structure, dynamic rupture, and post-earthquake healing of the hector mine'",3
"b'neighborhoods and schools, education, and heritability'",12
b'combinatorial computing environments & experimental discrete mathematics',15
b'combining many forecasts with general loss functions',2
b'mathematical sciences  unification of integrable systems',6
b'class conflict over american education at the turn of the century',12
b'probabilistic analysis of hybrid systems',13
b'explaining political transitions in africa',11
b'prf  effects of acidic fog on red spruce-spruce budworm relationships',1
b'genetic and environmental causes of willow hybrid plant resistance to herbivores and a pathogen',1
"b'gene flow, dispersal, and systematics of deep-sea hydrothermal vent organisms'",10
b'seismological database software implementation',3
"b""1996 gordon conference on composition, structure and dynamics of the earth's interior, plymouth, new hampshire, june 30 - july 4, 1996""",3
b'mathematical sciences  mathematical models of evolution of heterogeneity in cell populations',14
b'be/gen-en  marine viromics  the interaction of viral genomes with the marine environment',10
b'updates in deductive databases',0
b'logical methods applied to complexity theory',15
"b'brookings panel on economic activity 1991-1993, washington, d.c.'",2
b'consolidating democracy?  democratic political culture in the transitional russian polity',11
b'gravitational radiation from compact objects',4
"b'propositional logic, invariance groups for boolean functions, and parallel'",15
b'the u.s. globec office  the coordinating office of the scientific steering committee',10
b'the efficacy of economic statecraft  why some sanctions aremore successful than others',11
b'macroeconomic policy with illiquid financial markets',2
b'object and concept recognition for content-based image retrieval',0
"b'civic associationalism and municipal social spending in late nineteenth century french, english, and american cities'",12
b'biogeography of marine carnivorous calanoid capepods',10
b'adsorption of inorganic carbon on volcanic rock  implications for global co2 budgets and 14c-dating of groundwater (pilot study)',5
b'assessing the genetic potential and physiological controls of n2 fixation in two temperate n-limited estuaries',1
"b'the hydrology, hydraulics and hydrometeorology of flood response in urbanizing drainage basins'",5
b'time-sharing experiments for the social sciences (tess)',11
b'mediating the divide  israeli guides on christian tours to jerusalem',12
"b'biochemical control of larval settlement and recruitment of the major reef-building coral, acropora palmata'",10
b'practical new-generation reusable software components',13
b'forest dynamics in an extremely diverse tree community  a permanent large census plot in amazonian ecuador',1
b'partial support of the international seismological centre',3
b'development of a simplistic method for processing intermetallic sheet materials using cold roll bonding and reaction annealing',7
b'pleistocene-holocene-modern evolution of groundwater in a limestone aquifer  geochemical and geochronologic links',5
"b'sociology  religion, reform and politics'",12
"b'the design, analysis and application of approximation algorithms'",15
b'mathematical sciences  nonlinear dynamical systems in mechanics and biology',6
b'mathematical sciences  change-point problems for regression models',14
"b'search, bargaining, and money  theories and policy implications'",2
"b'a multi-level, integrated theory of values  measuring values with the factorial survey method'",12
b'rapid development of dependable applications over ad hoc networks',13
b'mediation of induced resistance to insects by a fungal endophyte',1
b'data analysis using finite mixture models',14
b'scope workshop on estuarine synthesis',10
"b'workshop on coral bleaching, coral reef ecosystems, and global climate change'",10
b'racial attitudes  trends to the 1990s',12
b'application of stochastic theories and 3d-ptv experiments to study anomalous dispersion',5
b'the depth distribution of coseismic slip during large earthquakes from inversion of geodetic and tsunami waveform data',3
"b'second history of programming languages conference-hopl-ii  cambridge, mass  april,1993'",13
"b'co-management and conservation in the philippines  community - state differentiation, conflict and cooperation'",12
b'mathematical sciences  analytical & numerical aspects of inverse problems for differential equations',6
b'statistical inverse problems and point process methods in combinatorics',14
b'biogeography of chemoautotrophic symbioses in marine oligochaetes',10
"b'salinity, temperature and food effects on production and survival of chrysaora medusae'",10
b'analytical and numerical methods for transport equations',6
b'practical program restructuring for software evolution',13
b'communication costs in economic mechanisms and organizations',2
b'ralph bunche summer institute',11
b'rates of range expansion in eastern trees based on molecular and fossil records',1
b'mathematical sciences  maximum likelihood methods in complex sample surveys',14
"b'nber summer institute to be held in cambridge, ma july-august, 1992-93'",2
"b'mathematical sciences  geometry, simulation and simultaneousstatistical inference'",14
b'mathematical sciences  spline tools and applications',6
b'regulation of rangeland grasshopper populations and communities  differing dominant mechanisms over space and time',1
b'object store garbage collection',0
b'reseach  nitrogen limitation and ultraviolet stress in marine macroalgae',10
b'mathematical sciences  seventh international conference on multivariate analysis',14
b'population dynamics and community organization of voles  experimental tests of multifactorial hypotheses',1
b'measurement and modeling of flow and transport in macroporous soils',5
b'the revelation project  query processing in behavioral object-oriented databases',0
"b'mathematical sciences  the numerical solution of volterra and delay equations; may 22-25, 1996; tempe, arizona'",6
b'constraints on mantle anisotropy from shear-wave splitting',3
b'charisma and commitment in a high-tension group',12
b'bargaining in the shadow of power',11
"b""the paleoecology of coastal sandplain grasslands on the island of martha's vineyard, massachusetts""",1
b'evolutionary ecology of black pineleaf scale infestations on ponderosa pine',1
b'frg  integrated computational and experimental methods for the accelerated maturation of materials',7
b'novel marine archaebacte potential contribution to midwater biomass and activity',10
b'conacyt  geocasting in mobile ad hoc networks using location information',8
"b""u.s. globec  copepod population biology on george's bank - a component of u.s. globec  ichthyoplankton and zooplankton in the george's bank region""",10
"b'estate taxation, capital gains taxations, and taxpayer behavior'",2
b'political science  tactical voting under proportional representation rules',11
b'political science  environmental regulation in latin america  economic internationalization and political institutions',11
b'on welfare and inefficiency under directly unproductive activities',2
b'understanding object-oriented systems through visualization',13
b'corporate debt structure  theory and evidence',2
b'methodologies for the automatic verification of concurrent systems',13
b'metallurgical reliability issues in flip chip technology',7
b'stochastic control and applications in economics',6
"b'chapman conference on application of gis, remote sensing, geostatistics, and solute transport modeling to the assessment of nonpoint source pollutants in'",5
b'ethnic organization and political cultures  italians and jews in argentina and venezuela',12
"b""u.s. globec  stage-specific distribution and abundance of the copepods, pseudocalanus moultoni and p. newmani on george's bank""",10
b'climate change response strategies for water resources  price and non-price demand management',2
b'collective validation in multi-actor task settings  extending the berger et al. theory of legitimation',12
b'u.s. globec  laboratory and field studies of impacts of invertebrate predators on fish eggs and larvae on georges bank',10
b'the sources and effects of knowledge spillovers',2
b'mathematical sciences  shock waves and conservation laws',6
b'model checking and beyond',13
"b'csedi  experimental, seismological, and modeling study of the rheology, structure, and state of stress of deep subducting slabs'",3
b'the response of marine phytoplankton to climate change  characterization of rubisco activase',10
b'incomplete information in constraint databases',0
b'linked biophysical modelling in the california current system  the influence of circulation and vertical migration behavior on prominent mesozooplankton',10
b'querying information sources across the internet',0
b'mathematical sciences  well-posed numerical calculations of free-surface flows',6
"b""on trade unions, employers' organizations and collective bargaining  data collection and analysis for nineteen countries""",11
b'lexen  growth media for hyperthermophiles  geochemical constraints on realistic carbon and energy sources in shallow marine hydrothermal systems',10
b'information processing in firms',2
b'globalization and representation in developed democracies',11
"b'the costs and consequences of air quality regulation  productivity, emissions and ambient air quality'",2
b'the piezomagnetic matteucci effect in nickel alloys  development of theory and applications',7
"b'high-resolution studies of complex faulting  chi-chi, taiwan earthquake'",3
b'fault-tolerance and locality in distributed network algorithms',15
b'development and testing of practical 3d seismic inversion algorithms for controlled-source seismology',3
b'facilitative interactions and the dynamics of salt marsh plant communities',1
b'consolidating democracy?  a panel study of changes in the political culture of russia',11
b'earthquake geology of the sumatran subduction zone and great sumatran fault',3
b'predicting physical disturbance in a changing environment  the effect of spatial and temporal scale',10
b'the production and impact of economic news',11
b'advanced interfaces to scientific databases',0
"b'itr/ap  forward and inverse conditional moment algorithms for flow and transport in multiscale, randomly heterogeneous hydrogeologic environments under'",5
"b""workshop  biodiversity monitoring workshop at uva's blandy experimental farm""",1
b'conference on future directions in distributed parameter systems',6
b'infrastructure for basic  in the social sciences',11
"b'soil moisture, subsurface storage and runoff as a low dimensional dynamical system'",5
b'physical properties at high pressure and temperature  implications for mantle stratification and dynamics',3
"b'1996 summer school on advanced functional programming; pacific software  center, portland, oregon'",13
b'biotic and chemical defense systems of myrmecophytic cecropia',1
"b'assets, intra-household power and vulnerability to crisis amongst the urban poor in india'",12
b'assessment of the importance of matrix flow in a conduit-dominated karst aquifer  investigation of the unconfined floridan aquifer',5
b'reseach  transnational oil corporations in the climate debates',12
b'in general relativity and gravitation',4
b'patterns of species loss in forest understory plant communities',1
"b'business cycle analysis with increasing returns, imperfect competition and unobserved input variation'",2
"b'minority police, affirmative action, and crime'",2
b'legislative behavior in parliamentary democracies',11
"b'a cooperative, spatial, and evolutionary medical database system'",0
b'canadian northwest seismic experiment',3
b'variation in propagule supply and its role in kelp-forest regeneration',10
b'investment under uncertainty  theory and evidence',2
b'seismological study of the upper mantle transition zone associated with western pacific subduction zones',3
b'the genesis of organizational forms in virgin niches',12
b'software evolution and interleaving',13
b'the population dynamics of a nonlethal parasitoid  trichopoda pennipes and nezara viridula',1
b'mathematical sciences  control systems involving c-o-r generalized inputs with applications to splines and mechanics',6
"b'a field test of source-sink dynamics in marine system  linking recruitment, dispersal and post-settlement processes in space and time'",10
b'some macroeconomic implications of the second industrial revolution',2
b'caa  analyses of chemical defenses in young leaves of tropical species',1
"b'fashion dynamics, anonymity in dynamic games, and participation and efficiency in voting games'",2
b'borehole temperatures and climate change',3
b'rock friction constitutive experiments as related to theory of earthquake instability',3
b'network protocols for broadcast communication',8
b'issues in game theory and economics',2
b'symposium on case studies in bayesian statistics',14
b'the character of civil society organizational life in two venezuelan cities  state decentralization and the dynamics of',12
b'on organizational processes in the production of culture',12
b'nsf-cnpq   formal verification of computer systems in industrial complexity',13
"b'informational lobbying, legislative instructions and campaign contributions'",11
"b""mathematical sciences  finite element methods for nonlinear pde's and adaptivity""",6
b'site summer workshops in theoretical economics',2
b'techniques for separations and inclusions of complexity classes',15
b'plant-herbivore interactions in the pelagic zone of eutrophic lakes',1
b'with joe stone on education policy and social mobility  the role of school choice',2
b'flexibility and uncertainty  implications for aggregate fluctuations',2
b'robust algorithms for restricted domains',15
b'nonlinear equations and optimization',6
b'on  testing and extending a dynamic model for interaction in discussion groups',12
b'group-theoretic computation  complexity and applications',15
b'reasoning about program interactions in the presence of mobility',13
b'dynamic economies and boundly rational agents',2
"b""seismic velocity and attenuation structures of the earth's inner and outer core""",3
"b'nonseparable preferences, human capital accumulation, and female labor supply'",2
b'globec 2000  nested interdisciplinary models for the gulf of alaska',10
b'gravitational radiation from collision and accretion of compact objects',4
"b'grazer diversity, foodweb architecture, and ecosystem function in eelgrass beds'",10
b'computationally efficient error-correcting codes and their applications',15
b'analyzing & improving numerical algorithms for eigenproblems using singularity theory and riemannian geometry',6
b'reu site in political science--ralph bunche summer institute',11
b'mathematical sciences  miltivariate interpolation and approximation',6
b'production of toxic culture of pfiesteria piscicida in a specialized biohazard iii facility',10
b'accelerational forces in breaking waves  their nature and biological consequences',10
b'models of socioeconomic organization',2
"b'dike growth and the transition to diapirism in cracking, flowing rock'",3
"b'risk, robustness and volatility'",2
b'mathematical sciences  topics in multivariate survival analysis and counting processes',14
b'production and resource use efficiency of larch and sympatric evergreen conifers',1
b'effects of large & small scale hydrodynamics on phytoplankton consumption by filter-feeding benthic bivalves',10
"b""the impact of childhood family background, school resources, and curriculum on black and white women's educational attainments, labor market experience,""",2
b'mathematical sciences  leveraged bootstrap',14
"b'aseismic creep and crustal deformation of large normal faults  precise leveling across teton fault, wyoming'",3
b'mathematical sciences  markov models for the time development of dna damage repair',6
b'migration imaging of mid-upper mantle discontinuities',3
b'decomposition of gender earnings differentials in korea',2
b'factor-augmented vector autoregressions [favars] and the analysis of monetary policy',2
b'goali  use of microsample testing to characterize and model bond coat performance and tbc life',7
b'internal waves in the rocky subtidal zone  effects of pulsed food and larval supply on suspension feeding communities',10
b'effect of transient hydrologic events on biogeochemical processes',5
"b'tests of postseismic deformation models with continued absolute gravity and gps measurements in alaska, phase 1'",3
b'access control management and scurity in a heterogeneous multidomain environment',0
b'mathematical sciences  multivariate and censored data analysis methods for astronomy',14
b'mathematical sciences  scientific computation in mechanics',6
